id,name,desig,en,pinyin
104217,天津增廿九,61 Cyg,Celestial Ford Added XXIX,Tiānjīn zēng XXIX
104234,天田三[牛宿],A Cap,Celestial Farmland III (In Ox Mansion),Tiāntián III
104365,齐,χ Cap,Qi State (In Twelve States),Qí
104429,赵一,HD201301,Zhao State I (In Twelve States),Zhào I
104452,赵二,27 Cap,Zhao State II (In Twelve States),Zhào II
104459,天垒城增二,ν Aqr,Celestial Ramparts Added II,Tiānlěichéng zēng II
104521,司非一,γ Equ,Deified Judge of Right and Wrong  I,Sīfēi I
104538,司非增三,6 Equ,Deified Judge of Right and Wrong  Added III,Sīfēi zēng III
104680,九坎二*,NSV 25 506,Nine Water Wells II*,Nine Water Wells II*
104732,天津八,ζ Cyg,Celestial Ford VIII,Tiānjīn VIII
104750,天田一[牛宿],3 PsA,Celestial Farmland I (In Ox Mansion),Tiāntián I
104858,司非二,δ Equ,Deified Judge of Right and Wrong  II,Sīfēi II
104887,天津六,τ Cyg,Celestial Ford VI,Tiānjīn VI
104963,楚,φ Cap,Chu State (In Twelve States),Chǔ
104974,天垒城七,29 Cap,Celestial Ramparts VII,Tiānlěichéng VII
104987,虚宿二,α Equ,Emptiness II,Xūxiù II
105019,天垒城十一,IW Aqr,Celestial Ramparts XI,Tiānlěichéng XI
105064,螣蛇六*,HD202923,Flying Serpent VI*,Téngshé VI*
105102,天津增廿八,σ Cyg,Celestial Ford Added XXVIII,Tiānjīn zēng XXVIII
105138,天津七,υ Cyg,Celestial Ford VII,Tiānjīn VII
105140,离瑜二,ε Mic,Jade Ornament on Ladies' Wear II,Líyú II
105143,秦二,30 Cap,Qin State II (In Twelve States),Qín II
105164,虚宿增五,15 Aqr,Emptiness Added V,Xūxiù zēng V
105199,天钩五,α Cep,Celestial Hook V,Tiāngōu V
105268,天钩增六,6 Cep,Celestial Hook Added VI,Tiāngōu zēng VI
105412,虚宿增六,16 Aqr,Emptiness Added VI,Xūxiù zēng VI
105413,司危二,9 Equ,Deified Judge of Disaster and Good Fortune II,Sīwēi II
105502,人二,1 Peg,Humans II,Rén II
105515,代一,ι Cap,Dai State I (In Twelve States),Dài I
105570,司危一,β Equ,Deified Judge of Disaster and Good Fortune I,Sīwēi I
105574,天垒城十二,17 Aqr,Celestial Ramparts XII,Tiānlěichéng XII
105665,魏,33 Cap,Wei State (In Twelve States),Wèi
105668,天垒城六,18 Aqr,Celestial Ramparts VI,Tiānlěichéng VI
105729,虚宿增八,20 Aqr,Emptiness Added VIII,Xūxiù zēng VIII
105761,天垒城十三,19 Aqr,Celestial Ramparts XIII,Tiānlěichéng XIII
105767,虚宿增七,21 Aqr,Emptiness Added VII,Xūxiù zēng VII
105811,天津增廿六,69 Cyg,Celestial Ford Added XXVI,Tiānjīn zēng XXVI
105858,孔雀十,γ Pav,Peafowl X,Kǒngquè X
105881,燕,ζ Cap,Yan State (In Twelve States),Yān
105928,韩,35 Cap,Han State (In Twelve States),Hán
105942,天津增廿七,70 Cyg,Celestial Ford Added XXVII,Tiānjīn zēng XXVII
105972,天钩增七,7 Cep,Celestial Hook Added VII,Tiāngōu zēng VII
106032,上卫增一,β Cep,The Great Imperial Guard Added I,Shàngwèi zēng I
106039,晋,b Cap,Jin State (In Twelve States),Jìn
106065,波斯四*,HD204228,Persia IV*,Bōsī IV*
106067,离瑜三,5 PsA,Jade Ornament on Ladies' Wear III,Líyú III
106085,天钩增八*,HD205022,Celestial Hook Added VIII*,Tiāngōu zēng VIII*
106093,车府增四,g Cyg,Big Yard for Chariots Added IV,Chēfǔ zēng IV
106140,人一,2 Peg,Humans I,Rén I
106278,虚宿一,β Aqr,Emptiness I,Xūxiù I
106340,离瑜增三,6 PsA,Jade Ornament on Ladies' Wear Added III,Líyú zēng III
106481,车府四,ρ Cyg,Big Yard for Chariots IV,Chēfǔ IV
106551,车府增八,72 Cyg,Big Yard for Chariots Added VIII,Chēfǔ zēng VIII
106559,代增一,37 Cap,Dai State Added I (In Twelve States),Dài zēng I
106568,代二,HD205306,Dai State II (In Twelve States),Dài II
106654,天钱增三,8 PsA,Celestial Money Added III,Tiānqián zēng III
106703,天钱增四,7 PsA,Celestial Money Added IV,Tiānqián zēng IV
106711,车府七,74 Cyg,Big Yard for Chariots VII,Chēfǔ VII
106723,垒壁阵二,ε Cap,Line of Ramparts II,Lěibìzhèn II
106730,天钩增九,HIP106730,Celestial Hook Added IX*,Tiāngōu zēng IX*
106758,司命一,HD205765,Deified Judge of Life I,Sīmìng I
106768,垒壁阵增八,HIP106768,Line of Ramparts Added VIII,Lěibìzhèn zēng VIII
106783,危宿增一,3 Peg,Rooftop Added I,Wēixiù zēng I
106786,天垒城一,ξ Aqr,Celestial Ramparts I,Tiānlěichéng I
106787,人增三,5 Peg,Humans Added III,Rén zēng III
106801,天钩增十,9 Cep,Celestial Hook Added X,Tiāngōu zēng X
106856,危宿增二,4 Peg,Rooftop Added II,Wēixiù zēng II
106886,螣蛇七,HD206267,Flying Serpent VII,Téngshé VII
106944,司禄增二,d Aqr,Deified Judge of Rank Added II,Sīlù zēng II
106985,垒壁阵三,γ Cap,Line of Ramparts III,Lěibìzhèn III
106999,车府增五,75 Cyg,Big Yard for Chariots Added V,Chēfǔ zēng V
107089,蛇尾三,ν Oct,Snake's Tail III,Shéwěi III
107095,哭增一,42 Cap,Crying Added I,Kū zēng I
107097,车府增七,76 Cyg,Big Yard for Chariots Added VII,Chēfǔ zēng VII
107119,上卫增二,11 Cep,The Great Imperial Guard Added II,Shàngwèi zēng II
107128,代增二,41 Cap,Dai State Added II (In Twelve States),Dài zēng II
107136,螣蛇四,π1 Cyg,Flying Serpent IV,Téngshé IV
107144,司命二,26 Aqr,Deified Judge of Life II,Sīmìng II
107151,危宿增三,7 Peg,Rooftop Added III,Wēixiù zēng III
107162,车府增六,77 Cyg,Big Yard for Chariots Added VI,Chēfǔ zēng VI
107188,垒壁阵一,κ Cap,Line of Ramparts I,Lěibìzhèn I
107230,上卫增三,78 Dra,The Great Imperial Guard Added III,Shàngwèi zēng III
107232,哭增二,44 Cap,Crying Added II,Kū zēng II
107259,造父四,μ Cep,Zaofu IV,Zàofù IV
107302,哭增三,45 Cap,Crying Added III,Kū zēng III
107310,臼一,μ1 Cyg,Mortar I,Jiù I
107315,危宿三,ε Peg,Rooftop III,Wēixiù III
107348,人四,9 Peg,Humans IV,Rén IV
107354,臼二,κ Peg,Mortar II,Jiù II
107380,天钱三,ι PsA,Celestial Money III,Tiānqián III
107382,天垒城二,c Cap,Celestial Ramparts II,Tiānlěichéng II
107418,造父增五,ν Cep,Zaofu Added V,Zàofù zēng V
107472,人三,12 Peg,Humans III,Rén III
107487,天垒城三,47 Cap,Celestial Ramparts III,Tiānlěichéng III
107517,天垒城四,λ Cap,Celestial Ramparts IV,Tiānlěichéng IV
107527,天垒城五,HD207061,Celestial Ramparts V,Tiānlěichéng V
107533,螣蛇三,π2 Cyg,Flying Serpent III,Téngshé III
107556,垒壁阵四,δ Cap,Line of Ramparts IV,Lěibìzhèn IV
107575,司禄增一,11 Peg,Deified Judge of Rank Added I,Sīlù zēng I
107586,造父增四,12 Cep,Zaofu Added IV,Zàofù zēng IV
107608,天钱二,θ PsA,Celestial Money II,Tiānqián II
107763,臼增一,14 Peg,Mortar Added I,Jiù zēng I
107788,人增四,13 Peg,Humans Added IV,Rén zēng IV
107975,臼增二,15 Peg,Mortar Added II,Jiù zēng II
107995,少卫增一,HD208509,The Second Imperial Guard Added I,Shàowèi zēng I
108022,臼增三,16 Peg,Mortar Added III,Jiù zēng III
108036,哭一,μ Cap,Crying I,Kū I
108085,败臼一,γ Gru,Decayed Mortar I,Bàijiù I
108127,危宿增十二,HD208189,Rooftop Added XII,Wēixiù zēng XII
108165,螣蛇八,13 Cep,Flying Serpent VIII,Téngshé VIII
108339,危宿增十三,17 Peg,Rooftop Added XIII,Wēixiù zēng XIII
108431,波斯六,δ Ind,Persia VI,Bōsī VI
108535,少卫增二,16 Cep,The Second Imperial Guard Added II,Shàowèi zēng II
108571,天钱增二,HIP108571,Celestial Money Added II,Tiānqián zēng II
108612,危宿增七,18 Peg,Rooftop Added VII,Wēixiù zēng VII
108626,波斯七*,HD208796,Persia VII*,Bōsī VII*
108661,天钱增一,η PsA,Celestial Money Added I,Tiānqián zēng I
108691,危宿增四,28 Aqr,Rooftop Added IV,Wēixiù zēng IV
108693,危宿增十,20 Peg,Rooftop Added X,Wēixiù zēng X
108699,危宿增八,19 Peg,Rooftop Added VIII,Wēixiù zēng VIII
108766,危宿增十四,HD209288,Rooftop Added XIV,Wēixiù zēng XIV
108772,造父增一,14 Cep,Zaofu Added I,Zàofù zēng I
108797,羽林军一,29 Aqr,Palace Guard I,Yǔlínjūn I
108868,泣增一,30 Aqr,Weeping Added I,Qì zēng I
108874,盖屋一,ο Aqr,Roofing I,Gàiwū I
108875,危宿增九,21 Peg,Rooftop Added IX,Wēixiù zēng IX
108917,天钩六,ξ Cep,Celestial Hook VI,Tiāngōu VI
108924,天钩增十三*,18 Cep,Celestial Hook Added XIII*,Tiāngōu zēng XIII*
108925,造父增三,15 Cep,Zaofu Added III,Zàofù zēng III
108952,天钱一,13 PsA,Celestial Money I,Tiānqián I
108991,盖屋二,32 Aqr,Roofing II,Gàiwū II
109005,天钩增十七,20 Cep,Celestial Hook Added XVII,Tiāngōu zēng XVII
109017,天钩增十八,19 Cep,Celestial Hook Added XVIII,Tiāngōu zēng XVIII
109056,杵三[危宿],23 Peg,Pestle III (In Rooftop Mansion),Chǔ III
109068,危宿增六,ν Peg,Rooftop Added VI,Wēixiù zēng VI
109074,危宿一,α Aqr,Rooftop I,Wēixiù I
109111,败臼二,λ Gru,Decayed Mortar II,Bàijiù II
109139,垒壁阵五,ι Aqr,Line of Ramparts V,Lěibìzhèn V
109176,臼三,ι Peg,Mortar III,Jiù III
109190,造父增二,HD210220,Zaofu Added II,Zàofù zēng II
109240,臼增四,25 Peg,Mortar Added IV,Jiù zēng IV
109268,鹤一,α Gru,Crane I,Hè I
109276,臼增六,HD210210,Mortar Added VI,Jiù zēng VI
109285,天钱四,μ PsA,Celestial Money IV,Tiānqián IV
109332,羽林军二,35 Aqr,Palace Guard II,Yǔlínjūn II
109352,杵增一[危宿],π1 Peg,Pestle Added I (In Rooftop Mansion),Chǔ zēng I
109369,泣增二,HD210269,Weeping Added II,Qì zēng II
109400,少卫增三,24 Cep,The Second Imperial Guard Added III,Shàowèi zēng III
109410,杵二[危宿],π Peg,Pestle II (In Rooftop Mansion),Chǔ II
109422,天钱五,τ PsA,Celestial Money V,Tiānqián V
109427,危宿二,θ Peg,Rooftop II,Wēixiù II
109434,少卫增四,HD210873,The Second Imperial Guard Added IV,Shàowèi zēng IV
109458,臼增五,28 Peg,Mortar Added V,Jiù zēng V
109460,哭增四,37 Aqr,Crying Added IV,Kū zēng IV
109472,哭二,e Aqr,Crying II,Kū II
109492,造父二,ζ Cep,Zaofu II,Zàofù II
109556,造父三,λ Cep,Zaofu III,Zàofù III
109693,天皇大帝,HD212710,Great Emperor of Heaven,Tiānhuángdàdì
109786,羽林军三,41 Aqr,Palace Guard III,Yǔlínjūn III
109789,羽林军六,λ PsA,Palace Guard VI,Yǔlínjūn VI
109857,螣蛇九,ε Cep,Flying Serpent IX,Téngshé IX
109908,鹤十二,μ1 Gru,Crane XII,Hè XII
109937,杵一[危宿],1 Lac,Pestle I (In Rooftop Mansion),Chǔ I
109973,鹤增一,μ2 Gru,Crane Added I,Hè zēng I
110003,泣二,θ Aqr,Weeping II,Qì II
110023,虚梁一,44 Aqr,Temple I,Xūliáng I
110078,蛇尾二,ψ Oct,Snake's Tail II,Shéwěi II
110103,天钩增十四,25 Cep,Celestial Hook Added XIV,Tiāngōu zēng XIV
110130,鸟喙一,α Tuc,Bird's Beak I,Niǎohuì I
110179,羽林军十八,45 Aqr,Palace Guard XVIII,Yǔlínjūn XVIII
110273,泣一,ρ Aqr,Weeping I,Qì I
110298,危宿增五,30 Peg,Rooftop Added V,Wēixiù zēng V
110351,车府三,2 Lac,Big Yard for Chariots III,Chēfǔ III
110371,臼四,32 Peg,Mortar IV,Jiù IV
110386,土公吏一,31 Peg,Official for Materials Supply I,Tǔgōnglì I
110391,羽林军四,47 Aqr,Palace Guard IV,Yǔlínjūn IV
110395,坟墓二,γ Aqr,Tomb II,Fénmù II
110529,羽林军五,49 Aqr,Palace Guard V,Yǔlínjūn V
110538,螣蛇十,β Lac,Flying Serpent X,Téngshé X
110548,离宫增一,33 Peg,Resting Palace Added I,Lígōng zēng I
110578,虚梁二,51 Aqr,Temple II,Xūliáng II
110602,羽林军十七,50 Aqr,Palace Guard XVII,Yǔlínjūn XVII
110609,螣蛇二,4 Lac,Flying Serpent II,Téngshé II
110641,羽林军七,HIP110641,Palace Guard VII,Yǔlínjūn VII
110672,坟墓四,π Aqr,Tomb IV,Fénmù IV
110778,羽林军十五,f Aqr,Palace Guard XV,Yǔlínjūn XV
110785,坟墓增一,34 Peg,Tomb Added I,Fénmù zēng I
110786,垒壁阵增一,HD212741,Line of Ramparts Added I,Lěibìzhèn zēng I
110817,天钩七,26 Cep,Celestial Hook VII,Tiāngōu VII
110838,鸟喙二,δ Tuc,Bird's Beak II,Niǎohuì II
110882,坟墓增二,35 Peg,Tomb Added II,Fénmù zēng II
110936,鹤十,ν Gru,Crane X,Hè X
110960,坟墓一,ζ1 Aqr,Tomb I,Fénmù I
110986,土公吏二,36 Peg,Official for Materials Supply II,Tǔgōnglì II
110991,造父一,δ Cep,Zaofu I,Zàofù I
110997,鹤增二,δ1 Gru,Crane Added II,Hè zēng II
111022,车府增十九,5 Lac,Big Yard for Chariots Added XIX,Chēfǔ zēng XIX
111043,鹤十一,δ2 Gru,Crane XI,Hè XI
111056,少卫增七,ρ Cep,The Second Imperial Guard Added VII,Shàowèi zēng VII
111062,坟墓增三,37 Peg,Tomb Added III,Fénmù zēng III
111068,杵增二[危宿],38 Peg,Pestle Added II (In Rooftop Mansion),Chǔ zēng II
111086,羽林军十六,56 Aqr,Palace Guard XVI,Yǔlínjūn XVI
111104,车府增九,6 Lac,Big Yard for Chariots Added IX,Chēfǔ zēng IX
111123,垒壁阵六,σ Aqr,Line of Ramparts VI,Lěibìzhèn VI
111169,螣蛇一,α Lac,Flying Serpent I,Téngshé I
111188,败臼增一,β PsA,Decayed Mortar Added I,Bàijiù zēng I
111200,羽林军十九,58 Aqr,Palace Guard XIX,Yǔlínjūn XIX
111278,离宫增二,39 Peg,Resting Palace Added II,Lígōng zēng II
111394,坟墓增四,60 Aqr,Tomb Added IV,Fénmù zēng IV
111449,羽林军十一,υ Aqr,Palace Guard XI,Yǔlínjūn XI
111497,坟墓三,η Aqr,Tomb III,Fénmù III
111532,少卫增六,31 Cep,The Second Imperial Guard Added VI,Shàowèi zēng VI
111539,羽林军十四,HD214028,Palace Guard XIV,Yǔlínjūn XIV
111546,车府增十,8 Lac,Big Yard for Chariots Added X,Chēfǔ zēng X
111674,螣蛇十五,9 Lac,Flying Serpent XV,Téngshé XV
111701,天钩增十五*,HD214584,Celestial Hook Added XV*,Tiāngōu zēng XV*
111710,虚梁三,κ Aqr,Temple III,Xūliáng III
111797,天钩增十六,30 Cep,Celestial Hook Added XVI,Tiāngōu zēng XVI
111810,离宫增三,40 Peg,Resting Palace Added III,Lígōng zēng III
111841,车府增十一,10 Lac,Big Yard for Chariots Added XI,Chēfǔ zēng XI
111843,羽林军廿,HD214572,Palace Guard XX,Yǔlínjūn XX
111884,离宫增四,41 Peg,Resting Palace Added IV,Lígōng zēng IV
111944,车府二,11 Lac,Big Yard for Chariots II,Chēfǔ II
111954,羽林军八,ε PsA,Palace Guard VIII,Yǔlínjūn VIII
112029,雷电一,ζ Peg,Thunder and Lightning I,Léidiàn I
112031,车府增十二,12 Lac,Big Yard for Chariots Added XII,Chēfǔ zēng XII
112051,离宫三,ο Peg,Resting Palace III,Lígōng III
112102,败臼四,19 PsA,Decayed Mortar IV,Bàijiù IV
112122,鹤二,β Gru,Crane II,Hè II
112158,离宫四,η Peg,Resting Palace IV,Lígōng IV
112161,羽林军廿一,HIP112161,Palace Guard XXI,Yǔlínjūn XXI
112179,垒壁阵增二,67 Aqr,Line of Ramparts Added II,Lěibìzhèn zēng II
112203,鹤九,ρ Gru,Crane IX,Hè IX
112211,羽林军十三,g Aqr,Palace Guard XIII,Yǔlínjūn XIII
112242,车府增十三,13 Lac,Big Yard for Chariots Added XIII,Chēfǔ zēng XIII
112358,离宫增五,45 Peg,Resting Palace Added V,Lígōng zēng V
112362,羽林军十,HD215452,Palace Guard X,Yǔlínjūn X
112374,鹤四,η Gru,Crane IV,Hè IV
112440,离宫一,λ Peg,Resting Palace I,Lígōng I
112447,雷电二,ξ Peg,Thunder and Lightning II,Léidiàn II
112519,勾陈增一,HD216446,Curved Array Added I,Gōuchén zēng I
112529,羽林军十二,68 Aqr,Palace Guard XII,Yǔlínjūn XII
112542,羽林军廿五,τ1 Aqr,Palace Guard XXV,Yǔlínjūn XXV
112615,羽林军廿二,70 Aqr,Palace Guard XXII,Yǔlínjūn XXII
112623,鹤三,ε Gru,Crane III,Hè III
112716,羽林军廿四,τ2 Aqr,Palace Guard XXIV,Yǔlínjūn XXIV
112724,天钩八,ι Cep,Celestial Hook VIII,Tiāngōu VIII
112748,离宫二,μ Peg,Resting Palace II,Lígōng II
112778,车府增十四,14 Lac,Big Yard for Chariots Added XIV,Chēfǔ zēng XIV
112862,羽林军九,21 PsA,Palace Guard IX,Yǔlínjūn IX
112917,车府一,15 Lac,Big Yard for Chariots I,Chēfǔ I
112935,雷电三,σ Peg,Thunder and Lightning III,Léidiàn III
112948,败臼三,γ PsA,Decayed Mortar III,Bàijiù III
112961,垒壁阵七,λ Aqr,Line of Ramparts VII,Lěibìzhèn VII
113031,羽林军廿三,74 Aqr,Palace Guard XXIII,Yǔlínjūn XXIII
113116,勾陈六,HD217382,Curved Array VI,Gōuchén VI
113127,垒壁阵增三,78 Aqr,Line of Ramparts Added III,Lěibìzhèn zēng III
113136,羽林军廿六,δ Aqr,Palace Guard XXVI,Yǔlínjūn XXVI
113148,羽林军廿七,77 Aqr,Palace Guard XXVII,Yǔlínjūn XXVII
113186,雷电增二,ρ Peg,Thunder and Lightning Added II,Léidiàn zēng II
113246,天纲,δ PsA,Materials for Making Tents,Tiāngāng
113281,车府增十五,16 Lac,Big Yard for Chariots Added XV,Chēfǔ zēng XV
113345,虚梁四,HD216953,Temple IV,Xūliáng IV
113357,室宿增一,51 Peg,Encampment Added I,Shìxiù zēng I
113368,北落师门,α PsA,North Gate of the Military Camp,Běiluòshīmén
113503,雷电增一,52 Peg,Thunder and Lightning Added I,Léidiàn zēng I
113521,霹雳增二,2 Psc,Thunderbolt Added II,Pīlì zēng II
113610,霹雳增一,3 Psc,Thunderbolt Added I,Pīlì zēng I
113638,鹤六,ζ Gru,Crane VI,Hè VI
113726,车府增廿,ο And,Big Yard for Chariots Added XX,Chēfǔ zēng XX
113788,车府增十七,2 And,Big Yard for Chariots Added XVII,Chēfǔ zēng XVII
113881,室宿二,β Peg,Encampment II,Shìxiù II
113889,霹雳一,β Psc,Thunderbolt I,Pīlì I
113919,螣蛇十六,3 And,Flying Serpent XVI,Téngshé XVI
113963,室宿一,α Peg,Encampment I,Shìxiù I
113996,羽林军四二,h Aqr,Palace Guard XLII,Yǔlínjūn XLII
114054,羽林军四一,HD218173,Palace Guard XLI,Yǔlínjūn XLI
114104,螣蛇增十三,1 Cas,Flying Serpent Added XIII,Téngshé zēng XIII
114119,羽林军卅,c1 Aqr,Palace Guard XXX,Yǔlínjūn XXX
114131,鹤八,θ Gru,Crane VIII,Hè VIII
114144,雷电四,55 Peg,Thunder and Lightning IV,Léidiàn IV
114155,室宿增二,56 Peg,Encampment Added II,Shìxiù zēng II
114164,羽林军四十,HIP114164,Palace Guard XL,Yǔlínjūn XL
114200,螣蛇增四,4 And,Flying Serpent Added IV,Téngshé zēng IV
114210,螣蛇增二,5 And,Flying Serpent Added II,Téngshé zēng II
114222,少卫,π Cep,The Second Imperial Guard,Shàowèi
114273,霹雳增三,A Psc,Thunderbolt Added III,Pīlì zēng III
114341,羽林军廿八,c2 Aqr,Palace Guard XXVIII,Yǔlínjūn XXVIII
114347,雷电增三,57 Peg,Thunder and Lightning Added III,Léidiàn zēng III
114365,螣蛇增十六,2 Cas,Flying Serpent Added XVI,Téngshé zēng XVI
114375,羽林军廿九,c3 Aqr,Palace Guard XXIX,Yǔlínjūn XXIX
114389,雷电增五,58 Peg,Thunder and Lightning Added V,Léidiàn zēng V
114421,鹤七,ι Gru,Crane VII,Hè VII
114430,车府增十八,6 And,Big Yard for Chariots Added XVIII,Chēfǔ zēng XVIII
114520,雷电增四,59 Peg,Thunder and Lightning Added IV,Léidiàn zēng IV
114526,室宿增三,60 Peg,Encampment Added III,Shìxiù zēng III
114570,螣蛇十七,7 And,Flying Serpent XVII,Téngshé XVII
114724,垒壁阵八,φ Aqr,Line of Ramparts VIII,Lěibìzhèn VIII
114844,室宿增四,61 Peg,Encampment Added IV,Shìxiù zēng IV
114855,羽林军卅九,ψ1 Aqr,Palace Guard XXXIX,Yǔlínjūn XXXIX
114939,羽林军四三,χ Aqr,Palace Guard XLIII,Yǔlínjūn XLIII
114971,霹雳二,γ Psc,Thunderbolt II,Pīlì II
114996,鹤五,γ Tuc,Crane V,Hè V
115022,螣蛇十八,8 And,Flying Serpent XVIII,Téngshé XVIII
115033,羽林军卅八,ψ2 Aqr,Palace Guard XXXVIII,Yǔlínjūn XXXVIII
115065,螣蛇增七,9 And,Flying Serpent Added VII,Téngshé zēng VII
115088,天钩九,ο Cep,Celestial Hook IX,Tiāngōu IX
115115,羽林军卅七,ψ3 Aqr,Palace Guard XXXVII,Yǔlínjūn XXXVII
115125,羽林军卅六,HIP115125,Palace Guard XXXVI,Yǔlínjūn XXXVI
115152,螣蛇增三,11 And,Flying Serpent Added III,Téngshé zēng III
115171,螣蛇增十七,HD219962,Flying Serpent Added XVII,Téngshé zēng XVII
115191,螣蛇增六,10 And,Flying Serpent Added VI,Téngshé zēng VI
115227,霹雳增四,b Psc,Thunderbolt Added IV,Pīlì zēng IV
115250,离宫五,τ Peg,Resting Palace V,Lígōng V
115271,室宿增五,63 Peg,Encampment Added V,Shìxiù zēng V
115280,螣蛇增八,12 And,Flying Serpent Added VIII,Téngshé zēng VIII
115355,室宿增六,64 Peg,Encampment Added VI,Shìxiù zēng VI
115404,羽林军卅五,97 Aqr,Palace Guard XXXV,Yǔlínjūn XXXV
115407,离宫增六,65 Peg,Resting Palace Added VI,Lígōng zēng VI
115438,羽林军卅四,b1 Aqr,Palace Guard XXXIV,Yǔlínjūn XXXIV
115444,雷电五,66 Peg,Thunder and Lightning V,Léidiàn V
115481,雷电增六,HIP115481,Thunder and Lightning Added VI,Léidiàn zēng VI
115590,螣蛇增十四,4 Cas,Flying Serpent Added XIV,Téngshé zēng XIV
115591,室宿增七,67 Peg,Encampment Added VII,Shìxiù zēng VII
115623,离宫六,υ Peg,Resting Palace VI,Lígōng VI
115669,羽林军卅三,b2 Aqr,Palace Guard XXXIII,Yǔlínjūn XXXIII
115738,云雨一,κ Psc,Cloud and Rain I,Yúnyǔ I
115746,勾陈增二,HD221525,Curved Array Added II,Gōuchén zēng II
115755,螣蛇增五,13 And,Flying Serpent Added V,Téngshé zēng V
115768,云雨增四,9 Psc,Cloud and Rain Added IV,Yúnyǔ zēng IV
115806,离宫增八,69 Peg,Resting Palace Added VIII,Lígōng zēng VIII
115830,霹雳三,θ Psc,Thunderbolt III,Pīlì III
115919,雷电六,70 Peg,Thunder and Lightning VI,Léidiàn VI
115945,云雨增一,HD221147,Cloud and Rain Added I,Yúnyǔ zēng I
115951,云雨二,HD221146,Cloud and Rain II,Yúnyǔ II
115990,螣蛇十四,AR Cas,Flying Serpent XIV,Téngshé XIV
116076,螣蛇增九,14 And,Flying Serpent Added IX,Téngshé zēng IX
116118,羽林军卅二,100 Aqr,Palace Guard XXXII,Yǔlínjūn XXXII
116146,云雨增三,13 Psc,Cloud and Rain Added III,Yúnyǔ zēng III
116231,火鸟一,β Scl,Firebird I,Huǒniǎo I
116247,羽林军卅一,b3 Aqr,Palace Guard XXXI,Yǔlínjūn XXXI
116264,离宫增七,71 Peg,Resting Palace Added VII,Lígōng zēng VII
116310,壁宿增二,72 Peg,Wall Added II,Bìxiù zēng II
116323,云雨增二,14 Psc,Cloud and Rain Added II,Yúnyǔ zēng II
116354,螣蛇增十,15 And,Flying Serpent Added X,Téngshé zēng X
116355,壁宿增一,73 Peg,Wall Added I,Bìxiù zēng I
116389,火鸟二,ι Phe,Firebird II,Huǒniǎo II
116422,云雨增五,15 Psc,Cloud and Rain Added V,Yúnyǔ zēng V
